ibge;anomes;cadunico_tot_fam;cadunico_tot_pes;cadunico_tot_fam_rpc_ate_meio_sm;cadunico_tot_pes_rpc_ate_meio_sm;cadunico_tot_fam_pob;cadunico_tot_pes_pob;cadunico_tot_fam_ext_pob;cadunico_tot_pes_ext_pob;cadunico_tot_fam_pob_e_ext_pob;cadunico_tot_pes_pob_e_ext_pob
171720;201801;778;2163;629;1906;77;255;431;1288;508;1543
171750;201801;1210;3592;874;2961;235;804;197;750;432;1554
171780;201801;1288;3369;926;2848;84;275;604;1846;688;2121
171790;201801;1445;5037;1171;4434;280;1083;514;2036;794;3119
171800;201801;704;2068;557;1839;68;251;333;1101;401;1352
171820;201801;10303;30280;8083;26496;1942;6785;2934;10075;4876;16860
171830;201801;1443;5096;1245;4692;234;920;669;2562;903;3482
171840;201801;691;1885;558;1683;33;104;415;1232;448;1336
171845;201801;637;1745;504;1543;74;276;278;862;352;1138
171850;201801;857;3049;734;2790;73;323;496;1862;569;2185
171855;201801;1099;3432;972;3212;85;291;644;2099;729;2390
171865;201801;393;1332;340;1247;65;259;165;598;230;857
171870;201801;757;2193;560;1817;89;312;274;949;363;1261
171875;201801;1211;3725;971;3328;62;268;717;2436;779;2704
171880;201801;1008;3368;917;3256;66;218;744;2737;810;2955
171884;201801;949;2534;683;2142;137;493;213;746;350;1239
171886;201801;1355;4073;994;3397;285;1038;186;672;471;1710
171888;201801;752;2198;522;1751;44;158;325;1082;369;1240
171889;201801;482;1489;414;1356;73;266;185;622;258;888
171890;201801;1154;3281;892;2872;160;518;521;1703;681;2221
171900;201801;491;1778;378;1503;96;381;136;568;232;949
172000;201801;590;1850;484;1641;74;281;251;827;325;1108
172010;201801;1061;3737;946;3500;93;439;608;2173;701;2612
172015;201801;328;1274;269;1148;52;215;126;547;178;762
172020;201801;2251;7363;2077;7089;189;750;1547;5273;1736;6023
172025;201801;740;2122;535;1786;64;261;306;1019;370;1280
172030;201801;1220;3694;1059;3432;31;128;861;2786;892;2914
172049;201801;1355;3352;888;2635;313;974;395;1178;708;2152
172065;201801;1401;3624;1122;3294;65;164;1000;2986;1065;3150
172080;201801;2381;7311;1953;6521;146;553;1333;4454;1479;5007
172085;201801;470;1334;313;1006;59;167;102;321;161;488
172090;201801;4040;10683;3204;9509;111;379;2645;7878;2756;8257
172093;201801;501;1521;378;1290;69;278;188;615;257;893
172097;201801;641;1775;471;1504;83;288;198;642;281;930
172100;201801;39795;106377;27968;86856;6776;23166;7807;25285;14583;48451
172110;201801;1572;5979;1371;5649;145;623;1023;4366;1168;4989
172120;201801;4865;15102;3877;13518;696;2471;2039;7354;2735;9825
172125;201801;280;844;212;729;29;107;112;393;141;500
172130;201801;723;2187;585;1962;26;95;426;1461;452;1556
172208;201801;2318;6245;1879;5611;271;804;1123;3403;1394;4207
172210;201801;2629;7441;2097;6693;454;1506;1138;3642;1592;5148
210005;201801;20156;61075;16535;55421;4944;17237;6394;22517;11338;39754
210010;201801;1691;5728;1549;5480;50;217;1345;4775;1395;4992
210015;201801;3301;10276;2949;9762;160;424;2485;8448;2645;8872
210020;201801;7398;17000;6644;16158;108;286;6180;14985;6288;15271
210030;201801;5009;16732;4722;16344;250;1209;4048;13868;4298;15077
210040;201801;2123;6169;1926;5943;33;66;1787;5618;1820;5684
210043;201801;6897;18487;5687;17094;751;2109;3992;12750;4743;14859
210047;201801;6469;22386;5847;21520;323;1497;4950;18163;5273;19660
210050;201801;2240;7994;1814;7184;307;1298;1063;4321;1370;5619
210055;201801;1771;5983;1620;5737;72;290;1311;4651;1383;4941
210060;201801;6802;26487;6247;25411;890;3683;4282;17877;5172;21560
210070;201801;7360;21114;6855;20512;55;155;6500;19641;6555;19796
210080;201801;3691;13021;3616;12929;17;75;3523;12641;3540;12716
210083;201801;4792;15804;4236;15201;84;425;3980;14285;4064;14710
210087;201801;2868;8346;2590;7979;185;546;2128;6706;2313;7252
210090;201801;9952;30848;9453;30058;321;1162;8516;27034;8837;28196
210095;201801;6054;20930;5675;20449;304;1254;4914;17845;5218;19099
210100;201801;6995;20969;6448;20227;230;881;5514;17287;5744;18168
210110;201801;2731;9117;2588;8926;53;224;2406;8303;2459;8527
210120;201801;25015;68332;21160;63677;2700;6990;14478;46562;17178;53552
210125;201801;3846;11526;3594;11219;610;1488;2728;9050;3338;10538
210130;201801;4284;12011;3737;11307;205;602;3097;9412;3302;10014
210135;201801;1526;4641;1354;4378;62;229;1112;3605;1174;3834
210140;201801;17055;51313;14023;47194;3053;10529;7605;26470;10658;36999
210150;201801;4625;11415;4105;10747;68;257;3707;9574;3775;9831
210160;201801;16781;51813;15447;49870;1408;4423;11741;39038;13149;43461
210170;201801;14049;47552;13451;46799;636;2306;12056;42198;12692;44504
210173;201801;2459;9379;2330;9175;49;294;2161;8519;2210;8813
210177;201801;3042;9161;2867;8953;59;143;2723;8601;2782;8744
210180;201801;1466;4215;1352;4063;35;126;1203;3592;1238;3718
210190;201801;4829;14892;4400;14107;127;633;3566;11189;3693;11822
210193;201801;1237;3881;1126;3712;49;183;922;3058;971;3241
210197;201801;2001;6671;1841;6472;217;698;1396;5102;1613;5800
210200;201801;7728;25772;7146;24928;743;2597;5626;20042;6369;22639
210203;201801;7027;21571;6515;20895;434;1314;5611;18326;6045;19640
210207;201801;3389;10350;3072;9900;176;481;2512;8339;2688;8820
210210;201801;8242;27517;7835;26961;99;514;7206;25014;7305;25528
210215;201801;1896;6591;1735;6365;65;327;1518;5560;1583;5887
210220;201801;5823;21429;5521;20907;277;1384;4698;17635;4975;19019
210230;201801;5120;16165;4718;15580;239;693;4155;13904;4394;14597
210232;201801;12505;39301;10268;36314;1520;5520;6535;25002;8055;30522
210235;201801;3636;11006;3220;10488;121;505;2821;9231;2942;9736
210237;201801;2374;8751;2236;8581;27;139;2134;8217;2161;8356
210240;201801;2787;8809;2583;8488;110;420;2213;7236;2323;7656
210250;201801;5444;17093;5016;16566;110;576;4487;14738;4597;15314
210255;201801;2671;8314;2345;7733;309;1071;1601;5262;1910;6333
210260;201801;5220;16482;4725;15731;327;1136;3863;12950;4190;14086
210270;201801;4950;14181;4478;13547;103;512;3971;11888;4074;12400
210275;201801;3585;9020;3324;8721;72;127;3146;8380;3218;8507
210280;201801;5543;16571;4635;15227;251;1186;3413;11000;3664;12186
210290;201801;6258;19088;5803;18538;151;544;5188;16643;5339;17187
210300;201801;35827;97823;29630;90079;2008;6307;22250;70552;24258;76859
210310;201801;2960;7917;2693;7563;66;139;2408;6819;2474;6958
210312;201801;2430;7080;2209;6817;50;253;1997;6124;2047;6377
210315;201801;2817;8382;2429;7909;74;211;2135;7151;2209;7362
210317;201801;4048;12846;3783;12540;140;559;3449;11445;3589;12004
210320;201801;18994;61415;17762;59820;587;2573;15913;53641;16500;56214
210325;201801;3501;10550;3120;9997;106;389;2722;8814;2828;9203
210330;201801;29779;80856;24607;74582;5812;16638;12919;44808;18731;61446
210340;201801;10822;32724;9808;31295;1038;3095;7113;23868;8151;26963
210350;201801;9585;28583;8542;27196;310;1091;7230;23209;7540;24300
210355;201801;3932;14141;3525;13509;137;731;2955;11422;3092;12153
210360;201801;15014;44483;13544;42432;712;2689;11164;34784;11876;37473
210370;201801;9954;23252;8096;21267;299;614;7176;19424;7475;20038
210375;201801;3052;8908;2438;8075;655;2183;1166;4110;1821;6293
210380;201801;5650;15255;5073;14532;309;798;4330;12629;4639;13427
210390;201801;2777;10045;2567;9693;138;656;2133;8043;2271;8699
210400;201801;4760;14873;4400;14441;113;307;4075;13537;4188;13844
210405;201801;7439;20657;6009;18595;1265;3844;3165;10380;4430;14224
210407;201801;1940;6799;1641;6225;149;654;1242;4643;1391;5297
210408;201801;2358;9215;2237;9049;157;785;1835;7517;1992;8302
210409;201801;3668;13009;3380;12604;120;674;2909;10816;3029;11490
210410;201801;3564;11260;3206;10729;254;795;2520;8667;2774;9462
210420;201801;4027;13171;3680;12557;181;624;3092;10633;3273;11257
210430;201801;2216;6584;2097;6449;128;350;1819;5662;1947;6012
210440;201801;4132;11871;3919;11608;72;215;3716;11048;3788;11263
210450;201801;2569;8114;2303;7702;123;451;1850;6161;1973;6612
210455;201801;3802;10605;3246;9935;696;2023;2119;6774;2815;8797
210460;201801;3396;10756;3082;10303;125;527;2608;8696;2733;9223
210462;201801;1419;4909;1275;4642;59;285;1019;3672;1078;3957
210465;201801;2620;8133;2347;7752;98;303;2063;6921;2161;7224
210467;201801;6047;19938;5567;19377;321;1215;4842;17043;5163;18258
210470;201801;2105;5580;1473;4660;71;193;1124;3644;1195;3837
210480;201801;15226;47262;13076;44535;1724;5609;9187;33395;10911;39004
210490;201801;3733;9890;3138;9051;82;275;2727;7867;2809;8142
210500;201801;6118;25170;5801;24567;461;2271;4595;19405;5056;21676
210510;201801;6313;21295;5861;20759;265;787;5120;18693;5385;19480
210515;201801;3616;10991;3294;10651;123;352;2991;9869;3114;10221
210520;201801;2602;7654;2317;7284;110;391;2032;6412;2142;6803
210530;201801;49293;132065;41079;119693;6952;25497;12039;42385;18991;67882
210535;201801;3188;10909;3042;10712;88;314;2720;9675;2808;9989
210540;201801;13908;43887;12120;41507;1622;5446;8348;29921;9970;35367
210542;201801;5818;15425;5041;14575;240;508;4547;13495;4787;14003
210545;201801;2308;7258;2165;7040;44;203;1928;6201;1972;6404
210547;201801;3656;13121;3336;12534;379;1363;2381;9274;2760;10637
210550;201801;5918;17844;5178;16967;328;1037;4407;14716;4735;15753
210560;201801;3758;11645;3357;10993;116;445;2875;9345;2991;9790
210565;201801;1438;5089;1229;4759;43;216;1010;4000;1053;4216
210570;201801;11399;31639;10397;30479;376;919;9431;28091;9807;29010
210580;201801;3009;8477;2678;8073;282;527;2100;6751;2382;7278
210590;201801;4027;12645;3641;12142;150;710;3192;10545;3342;11255
210592;201801;2515;7723;2371;7495;34;185;2091;6538;2125;6723
210594;201801;2719;7505;2139;6607;100;280;1573;5030;1673;5310
210596;201801;2452;9075;2292;8746;176;770;1778;6822;1954;7592
210598;201801;1812;5394;1679;5222;50;185;1540;4799;1590;4984
210600;201801;2972;8435;2547;7866;88;280;2077;6445;2165;6725
210610;201801;2471;7758;2237;7465;89;418;1982;6517;2071;6935
210620;201801;2195;6843;1946;6537;46;125;1782;6115;1828;6240
210630;201801;3147;11009;2858;10590;188;908;2295;8373;2483;9281
210632;201801;4367;14750;3966;14156;387;1554;3046;10867;3433;12421
210635;201801;1870;6558;1753;6355;141;435;1452;5440;1593;5875
210637;201801;2491;8554;2270;8224;144;644;1774;6462;1918;7106
210640;201801;4843;18920;4762;18835;34;137;4667;18531;4701;18668
210650;201801;7072;20758;6739;20323;82;266;6448;19452;6530;19718
210660;201801;8545;24963;7692;23714;312;1144;6636;20281;6948;21425
210663;201801;2642;8098;2506;7936;116;366;2157;7012;2273;7378
210667;201801;1892;6290;1766;6091;69;284;1567;5452;1636;5736
210670;201801;4478;15910;4219;15496;183;852;3656;13411;3839;14263
210675;201801;5082;14022;4549;13325;330;806;3779;11436;4109;12242
210680;201801;4060;10634;3457;9911;140;320;3030;8843;3170;9163
210690;201801;7543;24890;6986;24296;274;1042;6151;21899;6425;22941
210700;201801;2725;7684;2340;7213;186;450;1837;6181;2023;6631
210710;201801;4784;15654;4433;15141;158;736;3853;13108;4011;13844
210720;201801;2723;9332;2554;9112;63;327;2338;8285;2401;8612
210725;201801;1187;4334;1063;4114;31;122;812;3280;843;3402
210730;201801;1216;3431;1041;3194;77;237;821;2542;898;2779
210735;201801;4445;14112;3938;13342;326;1179;3217;11024;3543;12203
210740;201801;5234;14784;4737;14280;147;652;4239;12606;4386;13258
210745;201801;4404;12100;4120;11753;189;438;3670;10598;3859;11036
210750;201801;19688;52295;17186;49416;1701;4860;12898;38024;14599;42884
210760;201801;5592;16251;5162;15796;29;91;5001;15379;5030;15470
210770;201801;5859;15902;5041;14965;62;274;4633;13767;4695;14041
210780;201801;7275;24356;6626;23252;692;2289;4936;17815;5628;20104
210790;201801;4740;14850;4384;14413;168;415;3546;12427;3714;12842
210800;201801;4880;13418;4289;12679;80;298;3885;11458;3965;11756
210805;201801;3846;14958;3710;14754;137;721;3261;12977;3398;13698
210810;201801;5098;15320;4691;14798;253;513;4118;13416;4371;13929
210820;201801;7258;21019;6328;19560;758;2304;4217;13296;4975;15600
210825;201801;6181;20128;5815;19665;302;967;5049;17410;5351;18377
210830;201801;8206;23404;7709;22801;548;1269;6581;20128;7129;21397
210840;201801;3408;9233;3090;8792;94;293;2667;7541;2761;7834
210845;201801;5917;17072;5682;16824;38;79;5594;16645;5632;16724
210850;201801;5858;20414;5247;19444;435;1931;3966;14647;4401;16578
210860;201801;17870;51340;15519;48176;960;2887;12517;39661;13477;42548
210870;201801;6113;19069;5353;18156;388;1236;4446;15401;4834;16637
210880;201801;4325;13803;4023;13442;251;971;3370;11248;3621;12219
210890;201801;4579;13777;4173;13293;281;704;3506;11693;3787;12397
210900;201801;4872;14355;3769;12419;1413;4984;764;2814;2177;7798
210905;201801;1892;5579;1636;5229;71;170;1410;4625;1481;4795
210910;201801;7648;24161;6681;22544;899;3138;4418;15005;5317;18143
210920;201801;2980;10417;2665;9983;101;539;2299;8585;2400;9124
210923;201801;1408;4670;1285;4469;99;387;943;3312;1042;3699
210927;201801;4976;15876;4521;15394;115;403;4176;14379;4291;14782
210930;201801;2480;8738;2286;8439;128;633;1840;6692;1968;7325
210940;201801;3357;11177;3183;10924;139;654;2770;9350;2909;10004
210945;201801;5853;17902;5572;17566;270;720;4955;15828;5225;16548
210950;201801;5146;15372;4105;13810;524;1599;2819;9911;3343;11510
210955;201801;1752;5565;1545;5244;145;471;1106;3875;1251;4346
210960;201801;8942;27997;8091;26794;1639;5029;4947;17624;6586;22653
210970;201801;1300;4371;1118;4053;94;427;828;2899;922;3326
210975;201801;1703;5657;1597;5461;136;498;1195;4082;1331;4580
210980;201801;10690;24014;9641;22946;235;433;9106;21932;9341;22365
210990;201801;16695;49216;13524;45001;1979;6775;8449;29087;10428;35862
211000;201801;14631;45390;12889;43419;671;2746;10740;36889;11411;39635
211003;201801;4996;17067;4428;16362;188;876;3704;13937;3892;14813
211010;201801;6417;23775;5981;23184;78;457;5531;21610;5609;22067
211020;201801;7941;25105;7505;24521;422;1594;6393;20898;6815;22492
211023;201801;2087;6967;1980;6809;112;422;1648;5644;1760;6066
211027;201801;2682;9701;2622;9598;220;878;2198;8036;2418;8914
211030;201801;3807;11125;3465;10744;292;649;2908;9406;3200;10055
211040;201801;4497;16554;4301;16265;159;858;3763;14205;3922;15063
211050;201801;9881;25177;9145;24291;216;572;8516;22628;8732;23200
211060;201801;5857;20041;5549;19565;273;1107;4897;17272;5170;18379
211065;201801;2054;6193;1799;5834;58;171;1606;5283;1664;5454
211070;201801;7799;26245;6996;24941;476;1750;5572;20134;6048;21884
211080;201801;1309;3768;1091;3436;52;272;853;2534;905;2806
211085;201801;1981;6313;1800;6044;133;433;1482;5034;1615;5467
211090;201801;3322;9382;3036;9008;66;316;2697;7896;2763;8212
211100;201801;6510;17130;6259;16811;52;172;5915;15864;5967;16036
211102;201801;2907;10817;2707;10539;163;727;2335;9134;2498;9861
211105;201801;2423;7911;2019;7210;241;883;1364;4888;1605;5771
211107;201801;4436;14121;3933;13421;203;716;3187;11223;3390;11939
211110;201801;6174;17567;4792;15530;631;1901;3279;11086;3910;12987
211120;201801;35207;98192;32185;94663;4428;12143;23630;71911;28058;84054
211125;201801;2023;6263;1748;5820;89;339;1466;4899;1555;5238
211130;201801;177394;460537;165891;446172;24184;67006;78117;234123;102301;301129
211140;201801;5024;15879;4591;15255;228;782;3877;12912;4105;13694
211150;201801;9600;27249;8497;25896;295;1093;7309;22336;7604;23429
211153;201801;2581;7979;2238;7549;433;1541;1466;5142;1899;6683
211157;201801;1084;3523;920;3264;52;282;636;2261;688;2543
211160;201801;3995;12582;3317;11457;213;1000;2384;7985;2597;8985
211163;201801;1697;5723;1610;5600;25;73;1512;5343;1537;5416
211167;201801;1514;4925;1428;4787;32;147;1340;4472;1372;4619
211170;201801;5963;15523;5690;15197;69;230;5411;14402;5480;14632
211172;201801;2437;6991;2181;6595;82;305;1821;5368;1903;5673
211174;201801;2723;8257;2519;7988;72;350;2264;7117;2336;7467
211176;201801;4099;12677;3439;11764;288;1139;2601;8907;2889;10046
211178;201801;4485;10743;4015;10225;34;125;3795;9571;3829;9696
211180;201801;4093;14030;3839;13652;272;1030;3228;11590;3500;12620
211190;201801;3024;9356;2664;8813;60;299;2298;7529;2358;7828
211195;201801;1417;4178;1192;3882;70;204;982;3302;1052;3506
211200;201801;2028;6368;1731;5969;191;687;1159;4115;1350;4802
211210;201801;6636;20339;6179;19717;311;1093;5338;17101;5649;18194
211220;201801;33951;93874;29337;88074;3894;11762;20227;62692;24121;74454
211223;201801;4901;14730;4430;14011;469;1375;3286;10638;3755;12013
211227;201801;1632;5815;1520;5644;45;233;1322;4936;1367;5169
211230;201801;7455;23609;6739;22438;600;2045;5183;17350;5783;19395
211240;201801;8061;26995;7669;26495;207;1088;6982;23820;7189;24908
211245;201801;5900;16674;5683;16456;42;85;5607;16286;5649;16371
211250;201801;13894;41148;12901;39969;649;2100;11213;34936;11862;37036
211260;201801;7935;25262;7388;24536;260;1026;6671;22231;6931;23257
211270;201801;10126;33792;8930;32270;425;2021;7287;26661;7712;28682
211280;201801;13375;38547;12057;36893;803;2008;9919;31370;10722;33378
211285;201801;1699;6115;1492;5740;266;1081;712;2843;978;3924
211290;201801;6998;22593;6604;22049;255;971;5718;19152;5973;20123
211300;201801;8179;23811;7517;22953;75;195;7098;21836;7173;22031
211400;201801;11473;35001;9675;32364;1846;6264;5523;19934;7369;26198
220005;201801;1824;5088;1634;4801;42;181;1338;3816;1380;3997
220010;201801;1457;4226;1255;3886;28;122;998;3033;1026;3155
220020;201801;3206;9957;2952;9521;396;1314;2062;6633;2458;7947
220025;201801;2266;5384;1983;4974;35;107;1634;3999;1669;4106
220027;201801;1266;3386;1102;3165;46;169;882;2503;928;2672
220030;201801;3189;8457;3040;8226;118;358;2620;6961;2738;7319
220040;201801;7131;21807;6478;20621;1216;3805;4062;13114;5278;16919
220045;201801;1387;4491;1225;4182;45;227;953;3182;998;3409
220050;201801;4461;13070;3801;12057;155;657;3194;10019;3349;10676
220060;201801;2205;5149;1866;4756;32;69;1704;4346;1736;4415
220070;201801;2448;6714;2152;6256;89;243;1740;5030;1829;5273
220080;201801;657;1974;602;1887;26;107;505;1520;531;1627
220090;201801;1745;4335;1439;3909;23;79;1260;3403;1283;3482
220095;201801;683;1799;639;1740;7;19;596;1616;603;1635
220100;201801;1335;3879;1090;3434;53;218;871;2680;924;2898
220105;201801;2100;6603;1842;6085;137;464;1348;4484;1485;4948
220110;201801;3393;9591;3173;9214;64;267;2789;7971;2853;8238
220115;201801;2611;8312;2457;8062;99;422;2167;6988;2266;7410
220117;201801;1329;3372;1039;2938;20;67;882;2468;902;2535
220120;201801;11525;33802;10614;32696;126;545;9963;30657;10089;31202
220130;201801;954;2914;832;2735;18;122;736;2369;754;2491
220140;201801;1668;4253;1428;3954;109;255;1207;3392;1316;3647
220150;201801;6696;20104;6263;19494;152;747;5439;16641;5591;17388
220155;201801;1090;3252;860;2824;26;99;597;1934;623;2033
220157;201801;1066;2694;899;2416;17;61;732;1918;749;1979
220160;201801;2611;7728;2274;7103;55;282;1855;5666;1910;5948
220170;201801;1373;3917;1164;3593;25;130;1002;3021;1027;3151
220173;201801;2013;5907;1626;5172;45;217;1308;4030;1353;4247
220177;201801;1804;5389;1756;5327;14;51;1701;5164;1715;5215
220180;201801;1161;2985;909;2520;11;43;665;1747;676;1790
220190;201801;5298;15586;4702;14795;425;1396;3588;11399;4013;12795
220191;201801;1372;4511;1279;4343;90;379;916;3030;1006;3409
220192;201801;1841;5117;1462;4444;41;163;1148;3420;1189;3583
220194;201801;1726;5089;1533;4782;74;296;1253;3822;1327;4118
