ibge;anomes;cadunico_tot_fam;cadunico_tot_pes;cadunico_tot_fam_rpc_ate_meio_sm;cadunico_tot_pes_rpc_ate_meio_sm;cadunico_tot_fam_pob;cadunico_tot_pes_pob;cadunico_tot_fam_ext_pob;cadunico_tot_pes_ext_pob;cadunico_tot_fam_pob_e_ext_pob;cadunico_tot_pes_pob_e_ext_pob
351060;201812;42885;112130;33063;94875;4437;13814;20640;57264;25077;71078
351070;201812;1275;3360;744;2382;221;746;96;297;317;1043
351080;201812;2464;6519;1812;5674;345;1230;968;2796;1313;4026
351090;201812;322;981;220;780;43;160;51;190;94;350
351100;201812;2288;6382;1462;4658;357;1222;385;1241;742;2463
351110;201812;5637;14835;3647;11093;741;2466;1378;3848;2119;6314
351120;201812;695;1863;479;1453;75;247;205;579;280;826
351130;201812;993;2583;453;1486;89;304;74;217;163;521
351140;201812;1703;5068;1202;4065;318;1186;322;942;640;2128
351150;201812;1837;5492;1124;3822;224;807;334;1016;558;1823
351160;201812;1062;3490;845;2978;199;740;265;831;464;1571
351170;201812;1321;3854;1141;3481;134;445;713;2088;847;2533
351190;201812;824;2385;572;1815;113;349;223;650;336;999
351200;201812;1546;3862;1171;3281;76;249;782;2095;858;2344
351210;201812;1494;3761;848;2435;85;280;467;1217;552;1497
351220;201812;2954;8778;2539;8025;363;1202;1606;5007;1969;6209
351230;201812;1712;4916;1261;4086;277;1018;495;1411;772;2429
351240;201812;1860;4941;1219;3571;241;762;539;1441;780;2203
351250;201812;1064;2831;581;1827;71;239;216;679;287;918
351260;201812;899;2413;663;1975;159;472;221;662;380;1134
351270;201812;369;1086;302;968;56;222;158;433;214;655
351280;201812;3823;10567;2964;8872;514;1693;1407;3974;1921;5667
351290;201812;974;2573;660;1988;118;361;303;890;421;1251
351300;201812;13976;39901;9575;31096;2014;6963;3571;11476;5585;18439
351310;201812;2986;7921;2284;6741;227;815;1480;4060;1707;4875
351320;201812;858;2622;638;2086;105;377;231;702;336;1079
351330;201812;605;1867;524;1717;45;124;394;1317;439;1441
351340;201812;6008;17909;4784;15685;1280;4336;1866;6128;3146;10464
351350;201812;11091;29412;9312;26329;1048;3203;6811;18695;7859;21898
351360;201812;3702;10323;3057;9255;778;2553;1034;2884;1812;5437
351370;201812;2063;5991;1377;4508;350;1175;443;1302;793;2477
351380;201812;42831;108671;30947;86844;5010;14856;16226;43801;21236;58657
351385;201812;275;704;158;480;34;93;50;153;84;246
351390;201812;1313;3335;825;2594;122;454;466;1361;588;1815
351400;201812;882;2571;698;2169;165;509;350;1070;515;1579
351410;201812;2195;6363;1640;5256;318;1035;693;2190;1011;3225
351420;201812;343;828;177;522;36;96;70;198;106;294
351430;201812;748;2267;677;2133;57;203;519;1593;576;1796
351440;201812;3144;8484;2033;6109;396;1291;520;1315;916;2606
351450;201812;1670;4427;1111;3407;242;810;229;616;471;1426
351460;201812;733;2019;589;1768;169;490;282;855;451;1345
351470;201812;1127;3000;864;2534;85;291;520;1434;605;1725
351480;201812;2499;7672;2035;6843;325;1207;934;2982;1259;4189
351490;201812;1772;5320;1537;4856;88;350;1142;3441;1230;3791
351492;201812;331;915;268;779;14;47;170;474;184;521
351495;201812;179;519;133;409;19;59;69;197;88;256
351500;201812;33345;86133;24649;70518;4700;14328;12739;34774;17439;49102
351510;201812;11182;29215;8199;23798;1222;4013;4807;13265;6029;17278
351512;201812;467;1313;305;936;47;150;96;262;143;412
351515;201812;3016;7040;1788;4998;347;1093;468;1304;815;2397
351518;201812;2205;5747;1417;4340;196;687;753;2088;949;2775
351519;201812;584;1689;366;1192;57;188;69;196;126;384
351520;201812;1106;2821;417;1325;61;222;159;430;220;652
351530;201812;345;976;192;618;37;131;60;144;97;275
351535;201812;1998;4933;1431;3972;192;610;803;2086;995;2696
351540;201812;2015;5185;1304;3956;401;1380;262;648;663;2028
351550;201812;5676;14870;3835;11244;464;1586;2078;5601;2542;7187
351560;201812;392;1180;317;1029;72;266;92;280;164;546
351565;201812;173;536;135;463;34;122;42;136;76;258
351570;201812;17628;49050;13224;39519;1700;5518;8031;22949;9731;28467
351580;201812;270;716;154;483;16;46;55;187;71;233
351590;201812;491;1133;262;713;32;106;146;355;178;461
351600;201812;1467;3919;1122;3285;133;428;658;1782;791;2210
351610;201812;721;1742;471;1306;24;80;248;620;272;700
351620;201812;18918;53695;14109;44427;2488;8857;5814;16376;8302;25233
351630;201812;24586;68537;20101;60407;3549;11180;11941;34925;15490;46105
351640;201812;14957;41401;11632;34946;1430;4845;7444;21393;8874;26238
351650;201812;401;1098;172;566;25;76;36;115;61;191
351660;201812;747;2219;452;1483;80;292;84;244;164;536
351670;201812;4989;13965;3583;10830;709;2202;1673;4713;2382;6915
351680;201812;401;1203;246;796;51;152;61;177;112;329
351685;201812;418;1265;330;1101;84;288;103;323;187;611
351690;201812;985;2575;570;1710;107;348;211;554;318;902
351700;201812;1016;2716;817;2353;123;358;449;1232;572;1590
351710;201812;710;1967;467;1485;49;188;211;599;260;787
351720;201812;1367;3705;882;2768;158;539;339;990;497;1529
351730;201812;884;2445;731;2157;83;294;430;1185;513;1479
351740;201812;3532;9141;2741;7610;508;1478;1227;3142;1735;4620
351750;201812;1225;3432;738;2497;144;526;238;804;382;1330
351760;201812;3215;9330;2256;7271;493;1754;777;2286;1270;4040
351770;201812;1775;5370;1435;4694;350;1172;627;2038;977;3210
351780;201812;1365;3577;682;2124;116;427;194;560;310;987
351790;201812;1200;3005;961;2669;163;438;573;1617;736;2055
351800;201812;525;1242;258;737;35;106;82;195;117;301
351810;201812;948;2578;775;2294;49;120;566;1622;615;1742
351820;201812;2365;6851;1613;5299;399;1423;303;956;702;2379
351830;201812;4011;11263;3111;9632;367;1330;1793;5290;2160;6620
351840;201812;7209;21214;5509;17989;930;3374;2553;7872;3483;11246
351850;201812;1749;4667;1075;3388;209;742;298;834;507;1576
351860;201812;2692;8097;2134;6985;402;1394;1109;3596;1511;4990
351870;201812;21220;56868;16467;48856;5337;16370;5642;17398;10979;33768
351880;201812;107305;296946;80754;247868;22767;75527;25964;75226;48731;150753
351885;201812;721;2147;599;1894;95;308;338;1026;433;1334
351890;201812;620;1816;472;1539;100;317;64;180;164;497
351900;201812;954;2697;744;2359;149;487;344;1082;493;1569
351905;201812;370;1056;246;792;24;85;89;246;113;331
351907;201812;20546;55338;16061;47177;1687;5490;10635;30235;12322;35725
351910;201812;1170;3137;823;2425;112;381;439;1149;551;1530
351920;201812;852;2284;616;1825;78;255;302;827;380;1082
351925;201812;891;2539;691;2143;111;374;320;930;431;1304
351930;201812;2942;8639;2704;8159;325;1130;2053;6022;2378;7152
351940;201812;1034;2730;744;2205;104;348;397;1129;501;1477
351950;201812;1365;3312;1048;2867;53;172;722;1927;775;2099
351960;201812;4902;12998;3617;10687;814;2598;1520;4182;2334;6780
351970;201812;5636;18135;4764;16507;844;3290;2544;8415;3388;11705
351980;201812;1005;2468;643;1840;79;268;368;978;447;1246
351990;201812;1340;3305;936;2657;96;348;394;1016;490;1364
352000;201812;2359;7077;2012;6347;251;923;1250;3617;1501;4540
352010;201812;1985;5684;1588;4939;402;1354;282;920;684;2274
352020;201812;1438;4042;1119;3483;197;653;535;1573;732;2226
352030;201812;5228;14405;4149;12642;854;2800;2120;6319;2974;9119
352040;201812;2320;6469;1455;4648;257;867;393;1093;650;1960
352042;201812;3041;7630;1796;5415;367;1182;693;2088;1060;3270
352044;201812;1914;5385;1099;3742;184;656;205;647;389;1303
352050;201812;11444;31569;7306;23037;1792;6354;1136;3099;2928;9453
352060;201812;694;1961;506;1593;71;248;229;667;300;915
352070;201812;766;1606;525;1283;74;207;285;655;359;862
352080;201812;447;1173;270;807;37;124;97;249;134;373
352090;201812;1367;4213;1079;3542;159;583;407;1198;566;1781
352100;201812;2881;8373;2402;7449;595;1985;1061;3112;1656;5097
352110;201812;537;1686;417;1405;88;316;160;507;248;823
352115;201812;495;1465;406;1314;77;283;214;675;291;958
352120;201812;850;2635;670;2235;76;279;368;1140;444;1419
352130;201812;1791;5152;1131;3466;222;710;415;1188;637;1898
352140;201812;1230;3372;802;2498;133;447;373;1125;506;1572
352150;201812;798;2221;606;1869;134;431;306;934;440;1365
352160;201812;944;2395;683;1984;91;309;345;935;436;1244
352170;201812;2870;8049;2264;6781;434;1424;1135;3138;1569;4562
352180;201812;2561;7119;2035;6105;481;1622;635;1655;1116;3277
352190;201812;1111;3071;830;2609;135;459;362;1139;497;1598
352200;201812;354;1098;241;846;29;112;85;292;114;404
352210;201812;17016;42237;13438;37188;1406;4233;9697;26466;11103;30699
352215;201812;528;1442;455;1340;53;161;315;907;368;1068
352220;201812;15597;41347;10538;31776;2754;8687;3280;9569;6034;18256
352230;201812;11843;36342;9005;30724;2310;8621;2965;9494;5275;18115
352240;201812;10645;28346;7899;23541;1779;6009;3130;8403;4909;14412
352250;201812;20905;60986;17004;53849;3744;12556;8867;27539;12611;40095
352260;201812;4681;12329;3198;9316;537;1831;1713;4510;2250;6341
352265;201812;890;2605;781;2416;67;258;552;1642;619;1900
352270;201812;1434;4462;1056;3618;234;887;333;1032;567;1919
352280;201812;2282;6041;1759;5249;192;710;956;2635;1148;3345
352290;201812;1023;3111;850;2755;147;513;407;1191;554;1704
352300;201812;928;2583;642;1988;94;327;295;813;389;1140
352310;201812;42143;114420;31185;94962;8224;25432;13046;39948;21270;65380
352320;201812;5891;16307;4550;13598;774;2550;2197;5868;2971;8418
352330;201812;2000;5669;1550;5007;315;1198;717;2164;1032;3362
352340;201812;4736;13195;3439;10786;729;2518;1426;4146;2155;6664
352350;201812;1912;5706;1536;4868;191;740;819;2317;1010;3057
352360;201812;1113;3058;953;2792;106;391;688;1909;794;2300
352370;201812;996;2993;866;2752;36;162;650;1999;686;2161
352380;201812;792;2280;611;1941;146;495;197;588;343;1083
352390;201812;15269;38396;10273;29706;1648;5253;5545;15131;7193;20384
352400;201812;3344;9348;2804;8374;472;1754;1711;4689;2183;6443
352410;201812;2916;7910;2229;6715;270;961;1316;3785;1586;4746
352420;201812;853;2118;585;1692;112;334;199;547;311;881
352430;201812;6883;18269;4946;14793;1364;4462;1899;5334;3263;9796
352440;201812;16151;45897;12368;38353;2812;9199;4997;14889;7809;24088
352450;201812;778;2056;379;1263;51;175;106;329;157;504
352460;201812;2774;7973;1881;6212;410;1497;610;1889;1020;3386
352470;201812;3373;8604;2438;7039;305;1018;1365;3648;1670;4666
352480;201812;3307;8242;2202;6221;367;1148;1045;2703;1412;3851
352490;201812;692;2156;535;1825;107;407;225;713;332;1120
352500;201812;9396;25022;6614;19792;3058;9862;811;1503;3869;11365
352510;201812;3224;9104;2392;7601;567;1975;894;2651;1461;4626
352520;201812;2370;6820;1843;5838;437;1533;853;2480;1290;4013
352530;201812;8547;23803;5474;17257;1195;4259;955;2258;2150;6517
352540;201812;516;1552;379;1239;71;238;91;269;162;507
352550;201812;939;2797;652;2202;125;472;179;554;304;1026
352560;201812;530;1534;371;1176;65;224;129;369;194;593
352570;201812;1912;5755;1217;4237;304;1120;182;556;486;1676
352580;201812;711;1979;573;1726;93;316;282;804;375;1120
352585;201812;233;692;177;575;19;82;91;277;110;359
352590;201812;12837;34796;8980;27070;2743;8877;3446;9572;6189;18449
352600;201812;1869;5290;1408;4342;237;785;710;2060;947;2845
352610;201812;2896;8398;2157;7045;477;1696;771;2388;1248;4084
352620;201812;5404;14671;4236;12821;1315;4051;1486;4530;2801;8581
352630;201812;800;1998;605;1704;100;335;280;711;380;1046
352640;201812;2838;7590;2078;6267;189;615;1287;3747;1476;4362
352650;201812;562;1654;395;1254;60;220;142;418;202;638
352660;201812;965;3009;782;2642;164;572;328;1079;492;1651
352670;201812;7889;22410;4983;16301;1376;4844;567;1801;1943;6645
352680;201812;3144;9685;2218;7446;399;1533;972;2988;1371;4521
352690;201812;27000;69945;19893;56939;1874;6139;12667;34431;14541;40570
352700;201812;546;1422;400;1205;159;531;88;213;247;744
352710;201812;4729;12660;3373;10103;859;2835;1335;3689;2194;6524
352720;201812;7598;22078;5918;18619;2741;8812;832;2296;3573;11108
352725;201812;484;1260;246;752;18;61;106;300;124;361
352730;201812;2616;7555;2245;6707;366;1242;1287;3504;1653;4746
352740;201812;2110;5180;1579;4362;219;672;859;2263;1078;2935
352750;201812;399;998;210;644;44;128;66;177;110;305
352760;201812;1365;4010;1081;3381;154;521;546;1647;700;2168
352770;201812;889;2426;578;1796;117;368;209;618;326;986
352780;201812;635;1900;448;1524;86;312;140;452;226;764
352790;201812;512;1383;337;1022;39;121;119;310;158;431
352800;201812;1192;3801;862;2986;206;749;155;470;361;1219
352810;201812;1058;2576;630;1761;98;301;334;865;432;1166
352820;201812;498;1307;319;992;77;241;67;214;144;455
352830;201812;579;1511;251;793;38;135;46;116;84;251
352840;201812;3692;11131;3065;9932;1072;3750;930;2844;2002;6594
352850;201812;9592;24739;6415;19458;1778;5740;1870;5383;3648;11123
352860;201812;995;2812;703;2244;139;481;222;677;361;1158
352870;201812;864;2208;593;1629;49;160;376;981;425;1141
352880;201812;1798;4414;1239;3388;182;529;692;1731;874;2260
352885;201812;260;766;190;629;26;96;111;358;137;454
352890;201812;692;1695;419;1114;52;148;218;496;270;644
352900;201812;16783;44919;11248;33858;2008;6607;4968;13895;6976;20502
352910;201812;459;1223;216;680;25;72;51;147;76;219
352920;201812;2487;6628;1777;5299;159;551;1119;3166;1278;3717
352930;201812;5352;15073;3964;12258;746;2469;1698;4910;2444;7379
352940;201812;21251;61351;15873;49548;4056;13953;4876;14214;8932;28167
352950;201812;471;1247;262;829;58;196;31;82;89;278
352960;201812;672;1869;339;1111;53;191;64;196;117;387
352965;201812;259;703;147;488;41;134;29;83;70;217
352970;201812;2874;6993;2199;5917;229;628;1474;3939;1703;4567
352980;201812;1344;3782;1050;3296;247;829;465;1398;712;2227
352990;201812;3904;11167;3196;9993;613;2137;1668;4995;2281;7132
353000;201812;453;1252;217;697;33;117;49;137;82;254
353010;201812;2446;6316;1618;4782;396;1278;516;1394;912;2672
353020;201812;3546;9372;2048;6200;289;962;724;2001;1013;2963
353030;201812;3966;10578;2703;8182;664;2119;588;1745;1252;3864
353040;201812;567;1390;420;1145;57;177;228;569;285;746
353050;201812;4833;14580;3572;11922;787;2820;1484;4716;2271;7536
353060;201812;44204;117303;36410;104530;3064;10548;26333;72567;29397;83115
353070;201812;8851;25812;6208;20257;1369;4775;2017;6211;3386;10986
353080;201812;3917;11378;2721;8958;590;2152;876;2605;1466;4757
353090;201812;506;1632;410;1424;47;188;221;727;268;915
353100;201812;298;819;119;390;19;64;33;91;52;155
353110;201812;6841;19750;5694;17996;993;3324;3303;10548;4296;13872
353120;201812;424;1090;287;824;41;123;126;315;167;438
353130;201812;2241;5648;1495;4449;439;1429;463;1295;902;2724
353140;201812;2185;5686;1627;4634;154;501;995;2637;1149;3138
353150;201812;1389;3606;985;2910;226;694;396;1089;622;1783
353160;201812;554;1481;387;1197;82;285;156;423;238;708
353170;201812;489;1420;391;1273;77;303;184;551;261;854
353180;201812;9269;23547;7315;20434;950;2976;5055;13688;6005;16664
353190;201812;3223;8965;2549;7576;292;983;1545;4261;1837;5244
353200;201812;1995;5400;878;2893;108;389;205;600;313;989
353205;201812;302;988;256;875;55;204;113;376;168;580
353210;201812;949;2276;587;1654;26;89;378;1025;404;1114
353215;201812;386;1121;307;958;44;153;132;361;176;514
353220;201812;700;1920;425;1338;103;311;71;211;174;522
353230;201812;772;2264;643;2060;172;620;253;710;425;1330
353240;201812;2136;6048;1721;5269;246;884;995;2901;1241;3785
353250;201812;1247;2833;721;1951;108;306;351;930;459;1236
353260;201812;1031;2486;579;1710;115;382;222;614;337;996
353270;201812;628;1712;501;1461;49;150;313;869;362;1019
353280;201812;700;1952;486;1496;86;269;164;463;250;732
353282;201812;1756;5138;1511;4651;174;601;915;2659;1089;3260
353284;201812;365;909;183;543;28;103;74;191;102;294
353286;201812;144;372;85;269;22;79;25;74;47;153
353290;201812;1491;3966;890;2717;94;351;457;1278;551;1629
353300;201812;1656;4625;1220;3728;211;736;527;1430;738;2166
353310;201812;368;926;250;703;24;89;145;378;169;467
353320;201812;573;1542;489;1391;20;65;392;1107;412;1172
353325;201812;581;1795;407;1395;90;305;135;452;225;757
353330;201812;538;1417;322;962;40;132;161;446;201;578
353340;201812;2635;7287;1817;5697;484;1637;659;2019;1143;3656
353350;201812;3049;8408;2038;6185;436;1467;405;1035;841;2502
353360;201812;561;1651;445;1431;58;208;225;692;283;900
353370;201812;521;1624;426;1454;38;138;278;908;316;1046
353380;201812;257;797;203;682;33;119;93;294;126;413
353390;201812;5272;13647;3892;11157;605;1879;1939;5245;2544;7124
353400;201812;379;1123;289;937;54;200;63;158;117;358
353410;201812;502;1395;396;1205;81;274;199;580;280;854
353420;201812;444;1211;257;795;43;123;22;49;65;172
353430;201812;2118;6103;1532;4971;371;1325;537;1590;908;2915
353440;201812;58694;166532;41380;131209;8171;27425;19529;59267;27700;86692
353450;201812;375;992;252;770;38;140;115;314;153;454
353460;201812;3204;8831;2315;7078;205;715;1050;3155;1255;3870
353470;201812;7110;19333;4872;15016;934;3184;1789;5046;2723;8230
353475;201812;1322;3558;939;2745;135;428;441;1182;576;1610
353480;201812;1569;4320;1251;3715;74;251;855;2448;929;2699
353490;201812;929;2560;615;1887;119;390;265;766;384;1156
353500;201812;943;2303;744;2003;185;507;394;1077;579;1584
353510;201812;772;2359;554;1804;144;484;108;307;252;791
353520;201812;1076;2888;691;2169;73;249;323;963;396;1212
353530;201812;2369;6475;1820;5391;245;825;921;2545;1166;3370
353540;201812;1945;5608;1608;5023;316;1013;829;2528;1145;3541
353550;201812;5528;14999;4376;13005;920;2887;2118;5986;3038;8873
353560;201812;1964;5754;1461;4898;501;1812;337;1044;838;2856
353570;201812;509;1402;371;1146;63;204;204;591;267;795
353580;201812;1949;5287;1532;4511;371;1116;681;1926;1052;3042
353590;201812;681;1906;424;1345;109;373;120;372;229;745
353600;201812;1695;4359;1334;3689;177;508;700;1861;877;2369
353610;201812;535;1680;387;1358;95;382;89;278;184;660
353620;201812;2518;6989;1770;5600;372;1295;534;1518;906;2813
353625;201812;491;1231;316;920;31;110;191;536;222;646
353630;201812;1123;3628;873;3032;207;765;248;787;455;1552
353640;201812;1319;3494;1036;3025;115;378;620;1771;735;2149
353650;201812;8772;24342;6255;18998;851;2886;3342;9392;4193;12278
353657;201812;295;850;229;733;29;111;114;323;143;434
353660;201812;1107;2440;748;1913;302;783;197;458;499;1241
353670;201812;3475;10230;2804;8860;650;2254;1314;3819;1964;6073
353680;201812;681;1927;513;1666;94;318;272;861;366;1179
353690;201812;450;1182;173;566;15;48;20;56;35;104
353700;201812;1794;5069;1522;4542;186;614;998;2852;1184;3466
353710;201812;3927;8963;2139;5796;250;674;1216;3038;1466;3712
353715;201812;438;1165;274;848;18;68;88;256;106;324
353720;201812;1841;5129;1454;4531;195;662;929;2807;1124;3469
353730;201812;3969;11019;2884;8858;444;1480;1352;3884;1796;5364
353740;201812;1830;4956;1216;3774;294;1017;350;1007;644;2024
353750;201812;777;2439;540;1956;128;495;89;333;217;828
353760;201812;11508;28326;9048;24806;1418;4170;5543;14809;6961;18979
353770;201812;723;2177;343;1173;57;194;40;106;97;300
353780;201812;4534;13543;3477;11322;873;3127;1125;3346;1998;6473
353790;201812;2374;7474;1757;6147;522;2093;352;1027;874;3120
353800;201812;15829;44291;12301;38161;2166;7229;6060;18667;8226;25896
353810;201812;1029;2811;677;2120;111;404;267;781;378;1185
353820;201812;1656;4787;1168;3744;243;830;394;1228;637;2058
353830;201812;573;1455;422;1197;63;182;202;540;265;722
353850;201812;1568;4539;1192;3790;322;1001;355;1167;677;2168
353860;201812;2420;7130;1908;6104;480;1663;770;2291;1250;3954
353870;201812;26380;71561;18233;55415;2722;9173;8745;24283;11467;33456
353880;201812;2767;8084;2204;6953;226;818;1275;3854;1501;4672
353890;201812;2345;5262;1543;4107;153;453;1014;2554;1167;3007
353900;201812;633;1793;462;1456;93;323;184;556;277;879
353910;201812;1696;5048;1426;4592;215;794;908;2858;1123;3652
353920;201812;2056;5709;1379;4358;286;1050;333;897;619;1947
353930;201812;3894;10607;2582;8272;589;2053;759;2202;1348;4255
353940;201812;1020;3062;680;2323;143;499;197;628;340;1127
353950;201812;2869;8198;2289;7078;453;1534;1191;3385;1644;4919
353960;201812;698;1941;454;1426;94;295;149;448;243;743
353970;201812;673;1694;495;1414;47;151;293;797;340;948
353980;201812;13526;35978;10512;30476;1182;3685;6846;19195;8028;22880
353990;201812;891;2209;533;1534;67;226;271;717;338;943
354000;201812;2393;5965;1299;3867;270;838;206;622;476;1460
354010;201812;343;933;255;779;30;90;162;483;192;573
354020;201812;3305;9729;2590;8116;684;2301;891;2514;1575;4815
354025;201812;717;1995;454;1458;86;316;90;261;176;577
354030;201812;477;1056;230;617;40;101;94;248;134;349
354040;201812;761;1848;475;1350;33;109;307;837;340;946
354050;201812;898;2703;626;2159;153;563;177;603;330;1166
354060;201812;3539;10423;2389;7894;582;2009;671;2060;1253;4069
354070;201812;3057;8737;2137;6888;476;1696;634;1760;1110;3456
354075;201812;2149;6656;1675;5766;286;1140;837;2787;1123;3927
354080;201812;1384;3926;877;2890;162;558;225;683;387;1241
354085;201812;412;884;323;774;3;12;217;484;220;496
354090;201812;1415;4064;1239;3700;106;360;921;2696;1027;3056
354100;201812;15546;45308;11278;37542;2698;9676;4526;14976;7224;24652
354105;201812;1257;3375;918;2720;117;357;529;1542;646;1899
354110;201812;401;1110;304;953;67;211;103;326;170;537
354120;201812;1439;4019;953;2931;199;629;303;824;502;1453
354130;201812;5428;14676;3491;10824;995;3344;182;338;1177;3682
354140;201812;18354;45593;11940;33918;2401;7321;4551;11931;6952;19252
354150;201812;3081;7662;2262;6270;460;1355;961;2552;1421;3907
354160;201812;3038;9118;2247;7410;647;2255;666;2072;1313;4327
354165;201812;563;1701;425;1416;83;316;198;612;281;928
354170;201812;1457;4271;1178;3677;91;313;722;2130;813;2443
354180;201812;430;1236;307;963;60;201;108;301;168;502
354190;201812;1398;4037;993;3202;99;346;377;1204;476;1550
354200;201812;866;2248;666;1926;83;247;358;973;441;1220
354210;201812;632;1837;520;1621;50;177;331;949;381;1126
354220;201812;3004;8358;2189;6691;410;1344;985;2837;1395;4181
354230;201812;670;1769;516;1569;45;173;342;989;387;1162
354240;201812;1456;4215;933;3086;165;582;266;770;431;1352
354250;201812;502;1312;322;1019;95;304;94;311;189;615
354260;201812;7692;21169;5889;17983;1372;4378;2135;6421;3507;10799
354270;201812;1017;3157;812;2755;183;614;289;977;472;1591
354280;201812;729;1924;610;1748;75;284;366;969;441;1253
354290;201812;841;2757;698;2426;125;427;322;1125;447;1552
354300;201812;3529;10721;3058;9853;1001;3306;979;3037;1980;6343
354310;201812;657;1999;512;1685;103;357;164;481;267;838
354320;201812;871;2238;536;1619;84;309;211;553;295;862
354323;201812;489;1252;323;931;44;119;131;370;175;489
354325;201812;1187;3643;842;2865;147;523;336;1094;483;1617
354330;201812;7385;19569;5071;14757;771;2681;2862;7643;3633;10324
354340;201812;25111;66682;17129;52156;3716;12352;7247;21098;10963;33450
354350;201812;1132;3060;901;2611;127;399;565;1551;692;1950
354360;201812;528;1454;308;1032;59;195;47;155;106;350
354370;201812;956;2983;801;2688;152;548;418;1370;570;1918
354380;201812;772;2083;523;1645;88;327;128;330;216;657
354390;201812;12596;31691;7800;22966;1509;4692;2618;7304;4127;11996
354400;201812;1484;4910;1151;4110;203;794;399;1397;602;2191
354410;201812;4988;14337;3802;11926;917;3102;1599;4755;2516;7857
354420;201812;1393;3818;1007;3043;136;449;580;1675;716;2124
354425;201812;2353;5990;1681;4773;408;1195;624;1816;1032;3011
354430;201812;1461;4063;1147;3532;175;617;591;1701;766;2318
354440;201812;533;1473;327;1031;41;137;140;403;181;540
354450;201812;391;1045;209;685;28;89;59;177;87;266
354460;201812;896;2355;575;1759;88;286;277;807;365;1093
354470;201812;495;1274;319;907;26;83;160;409;186;492
354480;201812;1023;2359;700;1859;62;180;465;1174;527;1354
354490;201812;757;2285;534;1788;112;390;198;605;310;995
354500;201812;1954;5685;1631;5197;538;1884;372;1144;910;3028
354510;201812;724;2024;586;1720;70;212;311;831;381;1043
354515;201812;282;867;204;703;39;153;74;240;113;393
354520;201812;6218;17920;4044;12846;642;2277;2117;6242;2759;8519
354530;201812;3819;11593;2930;9730;721;2467;1071;3511;1792;5978
354540;201812;1240;3409;897;2758;220;728;278;867;498;1595
354550;201812;525;1419;397;1173;58;175;236;666;294;841
354560;201812;1951;4986;1040;3065;149;461;504;1423;653;1884
354570;201812;1116;2891;470;1393;77;239;80;227;157;466
354580;201812;8954;23967;5709;17628;923;3146;2610;7624;3533;10770
354600;201812;1646;4722;1276;4017;177;628;741;2217;918;2845
354610;201812;386;1029;205;640;34;117;72;217;106;334
354620;201812;433;1259;269;921;40;148;104;312;144;460
354625;201812;302;851;177;599;23;78;48;142;71;220
354630;201812;1743;5363;1411;4681;613;2160;150;476;763;2636
354640;201812;3024;8982;2178;7170;371;1384;658;1984;1029;3368
354650;201812;885;2395;713;2084;75;235;405;1162;480;1397
354660;201812;2679;6821;1702;5152;142;510;1068;3117;1210;3627
354670;201812;1053;3004;715;2260;141;499;275;791;416;1290
354680;201812;4424;12366;3557;10894;878;2774;1765;5481;2643;8255
354690;201812;564;1798;384;1371;94;370;102;343;196;713
354700;201812;890;2399;603;1808;104;342;265;707;369;1049
354710;201812;508;1417;360;1106;53;190;156;414;209;604
354720;201812;318;784;135;406;41;120;29;90;70;210
354730;201812;8973;26070;6637;21474;1010;3563;3582;11167;4592;14730
354740;201812;308;840;120;414;14;57;21;64;35;121
354750;201812;2385;6491;1529;4815;287;1012;572;1601;859;2613
354760;201812;1862;5223;1276;4041;354;1240;333;978;687;2218
354765;201812;284;778;123;405;18;70;24;70;42;140
354770;201812;2219;5636;1567;4502;317;1010;674;1797;991;2807
354780;201812;50225;131640;38127;106929;5391;16786;21570;56603;26961;73389
354790;201812;930;2694;750;2385;102;350;417;1274;519;1624
354800;201812;2469;6746;1911;5759;491;1544;767;2176;1258;3720
354805;201812;1288;3162;858;2427;113;341;400;996;513;1337
354810;201812;582;1736;338;1196;57;221;88;283;145;504
354820;201812;900;2715;633;2160;118;468;150;439;268;907
354830;201812;461;1155;296;854;76;215;105;293;181;508
354840;201812;945;2411;497;1470;63;181;234;675;297;856
354850;201812;19569;53227;13554;41881;1930;6911;7603;21995;9533;28906
354860;201812;1462;4255;986;3277;189;670;314;929;503;1599
354870;201812;49450;128366;38752;108469;5144;15704;22536;60064;27680;75768
354880;201812;5531;14101;2496;7310;321;1046;825;1912;1146;2958
354890;201812;15633;40648;12113;34538;1771;5594;6950;19123;8721;24717
354900;201812;416;1122;270;850;34;111;71;212;105;323
354910;201812;4812;13250;2752;9251;584;2098;292;910;876;3008
354920;201812;444;1188;177;606;22;93;37;112;59;205
354925;201812;273;816;141;506;18;71;32;90;50;161
354930;201812;367;909;211;634;25;87;96;256;121;343
354940;201812;1851;5811;1315;4569;430;1614;169;523;599;2137
354950;201812;1441;4017;1139;3540;78;342;753;2198;831;2540
354960;201812;815;2225;621;1927;97;344;311;916;408;1260
354970;201812;3754;11074;2934;9535;431;1494;1689;5368;2120;6862
354980;201812;28433;69738;18545;52116;2305;7642;10161;26524;12466;34166
354990;201812;56222;148030;41315;120123;4628;15072;24611;67930;29239;83002
354995;201812;2398;5977;1798;5110;259;829;1133;3046;1392;3875
355000;201812;1416;3866;1112;3368;191;661;421;1146;612;1807
355010;201812;2833;8295;1866;6073;668;2283;149;492;817;2775
355020;201812;3303;9632;2378;7873;751;2733;591;1834;1342;4567
355030;201812;1244683;3134152;896915;2436563;157568;467791;428408;1071078;585976;1538869
